"","title","createdAt"
"140","#討論 反送中的本質就是反中共去香港化","2019-07-02T04:25:33.357Z"
"141","關於長榮罷工事件看法","2019-07-02T04:18:15.004Z"
"142","蔡英文：釋放遭壓台灣人！！","2019-07-02T04:17:34.451Z"
"143","遠雄組裝冷氣但沒有要安裝","2019-07-02T04:11:48.777Z"
"144","爭取補助落空？盧秀燕：蘇貞昌的嘉獎口惠實不至","2019-07-02T04:02:31.093Z"
"145","英國洋爹談香港","2019-07-02T03:47:11.620Z"
"146","#影 韓國瑜高雄政績懶人包","2019-07-02T03:43:35.146Z"
"147","廖元豪觀點：「年改」憲法辯論的幾個盲點","2019-07-02T03:43:08.256Z"
"148","針對塞子","2019-07-02T03:41:05.999Z"
"149","《勞動新聞》稱美朝首腦會談令人驚嘆","2019-07-02T03:35:28.044Z"
"150","英國倫敦知名地標""塔橋"" 歡慶125週年","2019-07-02T03:26:59.527Z"
"151","慘！台籍詐欺犯求別送中 「將與爸媽天人永隔」","2019-07-02T14:23:19.670Z"
"152","桃園又淹水了，韓市長下台","2019-07-02T14:18:00.952Z"
"153","<U+0001F1F0><U+0001F1F7>瑜的市府是衝殺毀？","2019-07-02T13:41:54.581Z"
"154","吃相難看的空服員工會","2019-07-02T13:36:00.022Z"
"155","韓粉與郭粉的差別","2019-07-02T13:27:23.841Z"
"156","大家來聽聽歌吧 不要這麼分裂","2019-07-02T13:24:31.199Z"
"157","朱立倫說 三環三線是。。","2019-07-02T12:41:36.332Z"
"158","長榮前空姐:忍著比當兵還恐怖、天天都想哭的高壓控制生活","2019-07-02T11:59:36.001Z"
"159","國民黨寄信到我家","2019-07-02T11:56:10.278Z"
"160","館長必勝!!!!!","2019-07-02T11:43:29.489Z"
"161","民視辣新聞抹黑黃國昌柯文哲結果被打臉","2019-07-02T11:22:30.568Z"
"162","聊個關於不可能實現的總統配","2019-07-02T11:17:41.324Z"
"163","中共官媒<U+4E71><U+5E26><U+98CE>向？","2019-07-02T11:11:32.398Z"
"164","專家：中共網軍藍綠都攻擊 目的製造對立","2019-07-02T11:07:33.618Z"
"165","我想說，事實是這樣","2019-07-02T11:02:38.991Z"
"166","某知名蘇打餅乾被說是反同？真假","2019-07-02T10:59:52.584Z"
"167","一隻蛞蝓讓日本JR鐵路大停電<U+0001F40C>（當事蛞蝓已死亡）","2019-07-02T10:54:32.459Z"
"168","韓市長辛苦了 一直處理陳菊留下來的爛攤子","2019-07-02T10:49:59.727Z"
"169","時事版的異常現象","2019-07-02T10:44:06.674Z"
"170","詢問 還有人在關心香港嗎","2019-07-02T10:37:16.224Z"
"171","廣西南寧詐騙/致想去中國創業的人","2019-07-02T10:23:43.452Z"
"172","<U+0001F4E3>政府須遵守環境基本法 立即達成非核家園<U+0001F4E3>","2019-07-02T10:18:08.926Z"
"173","捍衛清白管中閔聲明：希望我是遭受政治迫害的最後一人","2019-07-02T09:53:51.466Z"
"174","罷韓風波延燒 韓陣營：不排除公布幫陳菊收的爛攤子","2019-07-02T09:50:07.106Z"
"175","我們該如何替代不吹冷氣","2019-07-02T09:42:47.655Z"
"176","文長）太陽花，從來都不需要為此感到丟臉","2019-07-02T09:40:32.075Z"
"177","#新聞 國民黨：香港「一國兩制」失敗　籲一中各表維護台生存","2019-07-02T09:33:41.134Z"
"178","科技執法追蹤流向 防堵非洲豬瘟","2019-07-02T09:14:13.100Z"
"179","日韓貿易戰？日本反擊「南韓徵用工」的半導體限令","2019-07-02T09:09:34.744Z"
"180","蘋果爆料大巨蛋違法復工遭打臉","2019-07-02T09:04:40.777Z"
"181","【921二十週年】防災系列活動","2019-07-03T02:30:45.825Z"
"182","2019-07-03【POP撞新聞】黃暐瀚 ft. 韓國瑜 國瑜真心話！","2019-07-03T02:17:18.478Z"
"183","太陽花你媽媽拉，少侮辱人了","2019-07-03T02:02:31.845Z"
"184","國安情資人員個資外洩!!!","2019-07-03T01:52:05.331Z"
"185","蔡英文：<U+0001F4DE> 大家都有安裝Whoscall嗎？","2019-07-03T01:42:26.957Z"
"186","韓國瑜兩串蕉換小費 總比盧秀燕好多了","2019-07-03T01:21:15.739Z"
"187","香港示威者嘗試自殺","2019-07-03T00:58:42.591Z"
"188","大鵬灣BOT廠商不玩了 結束和鵬管處15年夥伴關係","2019-07-03T00:50:26.058Z"
"189","兩岸關係與媒體還有我們","2019-07-03T00:37:59.102Z"
"190","工會打算放生空姐了？","2019-07-02T22:30:50.938Z"
"191","韓粉到底多無聊","2019-07-02T21:42:38.931Z"
"192","偷寵物貓製火腿","2019-07-02T21:31:44.704Z"
"193","想關心時事。","2019-07-02T20:19:53.412Z"
"194","柯文哲媒體受訪逐字稿","2019-07-02T18:29:37.659Z"
"195","轉：長榮罷工 （初次發問）","2019-07-02T18:27:08.702Z"
"196","黃捷","2019-07-02T18:23:05.767Z"
"197","長榮航空 罷工看法","2019-07-02T17:59:58.969Z"
"198","有人知道翻牆罪嗎？","2019-07-02T17:42:17.809Z"
"199","台南再爆第3例登革熱本土病例 有2例同一里","2019-07-02T17:09:22.626Z"
"200","捷克把8台籍電信詐欺犯「送中」22歲嫌求不引渡：將與爸媽天人永隔","2019-07-02T16:42:25.812Z"
"201","長榮罷工的專業學者兼勞動部裁決委員論點???","2019-07-02T16:31:12.769Z"
"202","影／引用金恩博士名言 管中閔盼司法能匡正不公義","2019-07-02T16:23:29.672Z"
"203","公懲會「公審」管中閔案 台大教授：羞辱台大校長！","2019-07-02T16:17:00.095Z"
"204","陸拳王下戰書 嗆館長：一回合還站著就算你贏","2019-07-02T16:16:04.654Z"
"205","新黨楊世光選總統　轟：蔡英文沒下一代沒資格講下一代","2019-07-02T15:55:13.533Z"
"206","502 errors","2019-07-02T15:28:43.788Z"
"207","黃捷","2019-07-02T15:25:11.297Z"
"208","2020總統大選  我拒絕含淚投蔡英文(part2)","2019-07-02T15:23:53.788Z"
"209","日本時隔31年重啟商業捕鯨，第一頭被捕獲鯨魚畫面曝光","2019-07-02T14:46:32.156Z"
"210","駐港部隊組織聯合海空巡邏演練","2019-07-02T14:25:16.760Z"
"211","Sensor Tower：預計《哈利波特：巫師聯盟》首月吸金 1 千萬美元","2019-07-03T06:42:34.821Z"
"212","韓團隊對比前朝！反應爛路不到2周 李四川來查了","2019-07-03T06:37:15.381Z"
"213","請問台灣有什麼自產外銷的高價值產品嗎？？","2019-07-03T06:32:39.050Z"
"214","巨蟒殺人案<U+0001F631><U+22EF><U+22EF>（爪哇）","2019-07-03T06:24:19.174Z"
"215","頂新還在把民眾當傻子","2019-07-03T06:15:51.054Z"
"216","#新聞  三讀！退將遭終身管制　違法者砍退俸","2019-07-03T06:14:29.569Z"
"217","#新聞 粗暴無禮！國際舞台上 中國代表伸長手 翻掉台灣名牌","2019-07-03T06:09:11.164Z"
"218","韓粉=直銷下線=罷工空姐=","2019-07-03T06:07:14.883Z"
"219","中國阻撓！紐西蘭藏裔少年未能參加國際足賽","2019-07-03T05:57:37.548Z"
"220","#新聞 入境新疆旅客手機被裝監控程式","2019-07-03T05:55:40.517Z"
"221","【特稿】中國共產黨是邪教組織","2019-07-03T05:55:09.818Z"
"222","解讀「韓粉」","2019-07-03T05:52:03.294Z"
"223","爆韓國瑜「塗護唇膏」辯論表現失常　名嘴挨告結果出爐","2019-07-03T05:41:41.212Z"
"224","這些報導好中立也好無言","2019-07-03T05:39:50.814Z"
"225","這種素質也想罷免議員","2019-07-03T05:39:19.704Z"
"226","選她有比較好？","2019-07-03T05:26:55.826Z"
"227","工輔法","2019-07-03T05:06:04.535Z"
"228","香港人該認清事實了","2019-07-03T04:36:04.666Z"
"229","收男性空服員是性別平等嗎？","2019-07-03T04:31:03.590Z"
"230","<U+0001F525>怒<U+0001F621>台灣被美國制裁了#美國商務部宣佈 對台、韓部分鋼材祭456％關稅","2019-07-03T04:20:55.726Z"
"231","美國商務部宣佈 對台、韓部分鋼材祭456％關稅","2019-07-03T04:12:05.603Z"
"232","#新聞 俄核潛艇冒無名火14死 7上校2英雄吸入毒氣喪命","2019-07-03T04:04:58.788Z"
"233","韓國瑜感同身受發文「挺管」　狠批綠色執政「國之妖孽」","2019-07-03T03:57:21.135Z"
"234","不順柯的意就是假新聞？","2019-07-03T03:40:39.136Z"
"235","<U+0001F525>館長！為國爭光的時間到啦","2019-07-03T03:27:56.309Z"
"236","#新聞  國安8大情治人員個資全被偷光","2019-07-03T03:23:34.674Z"
"237","韓家軍要開始罷免黃捷了！","2019-07-03T03:23:33.795Z"
"238","陸拳王下戰帖「3分鐘沒倒算贏」　館長開1千萬美元單挑","2019-07-03T03:18:32.930Z"
"239","難道ig要被利用了？","2019-07-03T03:12:08.125Z"
"240","不加分被寫成不扣分 柯文哲再槓《自由》：不要太過分","2019-07-03T02:43:18.274Z"
"241","中共怪談錄！！搶屍！買屍！消失！","2019-07-03T11:08:11.260Z"
"242","害怕台灣被國際看見 ？","2019-07-03T10:58:42.145Z"
"243","長榮今午吃「三寶飯」 罷工成員：別搞小動作","2019-07-03T10:55:43.374Z"
"244","充滿韓粉的YouTube 上線啦","2019-07-03T10:33:20.173Z"
"245","高雄有淹水嗎?有新聞報導嗎?高雄人來回報一下吧","2019-07-03T10:27:51.443Z"
"246","昔挺韓今獎勵嗆韓模範生看戲 韓國瑜：尊重","2019-07-03T10:02:44.555Z"
"247","公民割草申請駁二遭拒 高市府：規矩「前朝」明訂","2019-07-03T10:01:07.290Z"
"248","如何對長輩政治正確","2019-07-03T09:56:20.795Z"
"249","揭密為何郭董屢嗆中天","2019-07-03T09:51:03.098Z"
"250","外交部迴應英國：沈浸在昔日英國殖民者的幻像當中","2019-07-03T09:25:56.929Z"
"251","大陸垃圾分類催生「回收員小哥」月薪4.5萬元","2019-07-03T09:05:33.609Z"
"252","中華民國護照最好用?","2019-07-03T08:50:00.903Z"
"253","哈佛研究！夏天請穿紅色衣物","2019-07-03T08:21:45.462Z"
"254","防棄保潛逃 防逃機制修法立院三讀","2019-07-03T08:20:51.963Z"
"255","<U+0001F4E3>全球最強護照 星連18月第一 台灣狠甩中國<U+0001F4E3>","2019-07-03T08:12:15.105Z"
"256","柯文哲7pupu囉","2019-07-03T08:10:54.968Z"
"257","#新聞 台灣情報員身分曝光！木馬入侵政府電腦　偷走國安8大情治59萬人個資","2019-07-03T07:59:57.972Z"
"258","英國賽狗仍未終止，去年近千隻賽狗死亡<U+0001F415>","2019-07-03T07:57:50.153Z"
"259","受訪內容遭改　柯文哲火大：我反紅媒也反綠媒","2019-07-03T07:51:51.659Z"
"260","野花野草別亂吃 誤食恐中毒","2019-07-03T07:40:14.037Z"
"261","罵韓全民運動","2019-07-03T07:39:09.805Z"
"262","氣候變遷、海平面上升 損害希臘千年古蹟","2019-07-03T07:38:41.211Z"
"263","高雄下水道如「邪惡城堡」　李鴻源曝真相 ：怵目驚心...心痛","2019-07-03T07:38:20.652Z"
"264","防豬瘟 活豬、屠體內臟運輸車須加裝GPS","2019-07-03T07:35:52.253Z"
"265","英聾人電影發展 手語廣播信託基金會幕後推手","2019-07-03T07:34:13.446Z"
"266","解散無良工會，小綠綠自立自強！","2019-07-03T07:31:12.499Z"
"267","看看韓市長做得多好？","2019-07-03T07:20:40.858Z"
"268","韓是不是把他的臉埋在女學生的....?","2019-07-03T07:12:19.325Z"
"269","軍公教子女","2019-07-03T06:53:06.059Z"
"270","7/3 大政治大爆卦─無色覺醒","2019-07-03T06:46:17.366Z"
"271","撕裂台灣族群的兇手","2019-07-03T16:50:09.093Z"
"272","厲害了 我的郭","2019-07-03T16:28:06.639Z"
"273","國民黨初選政見會最終戰：拚經濟都要「開放島」，只有一人未提「重啟核四」","2019-07-03T16:15:08.520Z"
"274","IG限動跑不出來！臉書災情慘重<U+26A0><U+FE0F>","2019-07-03T16:03:39.650Z"
"275","請各位支持郭董！！！","2019-07-03T15:53:07.251Z"
"276","美國商務部宣稱即將對產自韓國，台灣和越南的鋼鋁徵收456%的關稅","2019-07-03T15:47:22.732Z"
"277","香港歷史無時無刻都被在竄改","2019-07-03T15:46:55.324Z"
"278","支持郭董大搞社會主義，台灣應該實施共產主義","2019-07-03T15:38:25.451Z"
"279","合法罷工，做事要有始終...","2019-07-03T15:28:56.448Z"
"280","7/3 台鐵152次列車逃票持刀男子","2019-07-03T15:05:37.739Z"
"281","同學你這樣做對嗎？","2019-07-03T15:02:29.650Z"
"282","影片痛心<U+22EF><U+22EF>救救海洋生物，從杜絕塑膠吸管開始","2019-07-03T14:49:11.831Z"
"283","奴的是誰？罷工","2019-07-03T14:28:37.612Z"
"284","台灣被當玩具 <U+0001F622><U+0001F622><U+0001F622>","2019-07-03T14:28:09.093Z"
"285","國家幫養孩到6歲 郭台銘：財源不夠我財產墊支","2019-07-03T14:22:20.165Z"
"286","長榮出殺手<U+9427>！男地勤轉空服 8月報到","2019-07-03T14:16:52.382Z"
"287","IG/FB 壞掉？？？","2019-07-03T14:14:43.037Z"
"288","驚訝! 竟然不淹了 素人韓粉直播大讚韓","2019-07-03T14:11:12.792Z"
"289","在香港生活35年的英國人談暴徒抗議","2019-07-03T13:58:26.732Z"
"290","國民黨 國政願景發表會 韓是不是最沒料的","2019-07-03T13:24:02.321Z"
"291","練喻軒嗆7月底赴台 與館長打擂台賽","2019-07-03T13:23:43.480Z"
"292","發表會再提少子化， 郭提國家養、朱提排富制度","2019-07-03T13:20:28.039Z"
"293","驚訝！高雄竟然不淹了，韓市長下台","2019-07-03T13:18:24.433Z"
"294","關於工輔法的另外一個觀點","2019-07-03T12:47:52.681Z"
"295","巴黎的可食野生植物(野菜,蔬菜)語言板鏈接","2019-07-03T12:16:09.512Z"
"296","給元智大學資訊系的爸爸","2019-07-03T12:09:06.378Z"
"297","共產黨良心－那段回不去的路","2019-07-03T12:02:38.793Z"
"298","韓國被鞭就是爽","2019-07-03T11:57:57.629Z"
"299","千萬美金不收了！　館長宣布免費和陸拳王「打一場」","2019-07-03T11:40:32.310Z"
"300","非韓不投，綠腦退散","2019-07-03T11:40:23.735Z"
"301","長榮和空姐的勝利方程式是什麼？","2019-07-04T02:25:27.746Z"
"302","民進黨公投現形記","2019-07-04T02:12:49.666Z"
"303","女騎士被浪浪嚇摔 頭撞水泥塊命危","2019-07-04T02:10:51.992Z"
"304","長榮昨協商-獎金實施日談不攏","2019-07-04T02:08:50.914Z"
"305","2020 如果是韓蔡對決怎麼辦","2019-07-04T02:00:28.243Z"
"306","罷工、選舉先停一下，先關心這個吧警察遭刺不治","2019-07-04T01:52:34.732Z"
"307","治水？","2019-07-04T01:45:51.486Z"
"308","長榮罷工逾13天難落幕 空姐寫信給蔡英文 「這就是勞工要自立自強的後果？」","2019-07-04T01:26:49.906Z"
"309","蔡英文要不要轉行當廟婆啊?","2019-07-04T01:18:48.056Z"
"310","澳大利<U+4E9A>向美出口<U+94DD>制品激增 特朗普<U+79F0>考<U+8651><U+5BF9>澳征<U+5173><U+7A0E>","2019-07-04T01:18:34.317Z"
"311","這種人可以槍決斃一斃嗎？","2019-07-04T01:10:30.516Z"
"312","馬華現身說法：最悲情的台灣人","2019-07-04T01:09:36.151Z"
"313","陳保基痛斥民進黨要毀掉台大 下一代會很痛苦","2019-07-04T01:06:54.940Z"
"314","＃更 計劃火車逃票砍警","2019-07-04T00:51:08.218Z"
"315","柯批陸官員來台被百般刁難","2019-07-04T00:41:43.602Z"
"316","因暴力<U+51B2><U+51FB>立法<U+4F1A>，香港警方拘捕11男1女 被拘捕者涉嫌<U+88AD>警等罪行","2019-07-04T00:32:50.987Z"
"317","洋爹：香港歷史無時無刻都被在竄改","2019-07-04T00:08:56.410Z"
"318","【一件生成女孩裸體的軟體】『公開討論版』","2019-07-03T23:57:18.663Z"
